model_name,strata,variable,year,log_pred,sd_log_pred,pred,pred_lci,pred_uci,obs,obs_cv,log_obs,sd_log_obs,obs_lci,obs_uci,pred_sd
Model 18,SBS,biomass_pred,2012,NA,NA,296.668,90.8732,968.514,561.9,0.7120002368891079,6.3313238981181525,0.640378,160.16524789805771,1971.2866189359472,NA
Model 18,SBS,biomass_pred,2013,NA,NA,109.146,18.3619,648.776,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2014,NA,NA,40.1552,12.9635,124.383,28.1,0.7089998857432805,3.3357695763397,0.638162,8.044551580925775,98.15463199617287,NA
Model 18,SBS,biomass_pred,2015,NA,NA,45.6887,7.31957,285.189,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2016,NA,NA,51.9848,13.2596,203.809,74.4,1.0000006474650547,4.309455941839047,0.8325549999999999,14.551267841443913,380.40396619149385,NA
Model 18,SBS,biomass_pred,2017,NA,NA,30.3827,4.4699,206.516,NA,NA,NA,NA,NA,NA,NA
Model 18,SBS,biomass_pred,2018,NA,NA,17.7572,4.00194,78.7917,13.3,1.0000006474650547,2.5877640352277083,0.8325549999999999,2.6012347082151073,68.00232191326438,NA
Model 18,EBS Slope,biomass_pred,2002,NA,NA,3646.69,2173.14,6119.4,4850.77,0.43608677608983304,8.486892734216633,0.4172499999999999,2141.148747026067,10989.413802091887,NA
Model 18,EBS Slope,biomass_pred,2003,NA,NA,3425.88,2130.06,5510.03,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2004,NA,NA,3218.45,2066.71,5012.02,2569.51,0.21796732752508952,7.851470498232456,0.21544300000000008,1684.476273419593,3919.5456441168776,NA
Model 18,EBS Slope,biomass_pred,2005,NA,NA,3637.65,2273.71,5819.79,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2006,NA,NA,4111.45,2529.95,6681.58,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2007,NA,NA,4646.97,2844.07,7592.74,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2008,NA,NA,5252.23,3229.03,8543.1,7308.12,0.31462019415669007,8.896741337724333,0.30722600000000005,4002.1597929103823,13344.94890209296,NA
Model 18,EBS Slope,biomass_pred,2009,NA,NA,5195.06,3294.38,8192.35,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2010,NA,NA,5138.52,3476.29,7595.54,4365.46,0.28155967369851853,8.381478846455476,0.27620699999999987,2540.5174866870943,7501.322510655547,NA
Model 18,EBS Slope,biomass_pred,2011,NA,NA,5513.88,3394.99,8955.23,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2012,NA,NA,5916.67,3431.89,10200.5,9283.97,0.5686750983245695,9.136044536023316,0.529337,3289.73758881184,26200.296112988814,NA
Model 18,EBS Slope,biomass_pred,2013,NA,NA,5971.51,3353.7,10632.7,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2014,NA,NA,6026.87,3376.24,10758.5,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2015,NA,NA,6082.73,3500.12,10570.9,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2016,NA,NA,6139.11,3754.47,10038.3,6258.04,0.28719743003225484,8.741622316026872,0.28152600000000005,3604.1509263797366,10866.100072268093,NA
Model 18,EBS Slope,biomass_pred,2017,NA,NA,6139.11,3292.54,11446.7,NA,NA,NA,NA,NA,NA,NA
Model 18,EBS Slope,biomass_pred,2018,NA,NA,6139.11,2955.24,12753.2,NA,NA,NA,NA,NA,NA,NA
